eventName,currentDoc,eventSource,sentIndex,compose,delete,relocate,reflect,seekSugg,acceptSugg,dismissSugg,reviseSugg,reviseUser,lowModification,highModification,highTemp,lowTemp
suggestion-get,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

",user,1,0,0,0,0,1,0,0,0,0,0,0,1,0
suggestion-get,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age before planes, electricity, and the modern world.
 ",user,2,0,0,0,0,1,0,0,0,0,0,0,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age before planes, electricity, and the modern world.
 The movie shows you being born and raised through early childhood.",api,3,0,0,0,0,0,1,0,0,0,0,0,1,0
suggestion-get,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age before planes, electricity, and the modern world.
 The movie shows you being born and raised through early childhood. ",user,3,0,0,0,0,1,0,0,0,0,0,0,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age before planes, electricity, and the modern world.
 The movie shows you being born and raised through early childhood. At the age of seven you meet a boy your age who becomes your best friend.",api,4,0,0,0,0,0,1,0,0,0,0,0,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age before planes, electricity, and the modern world.
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,4,0,0,0,0,0,0,0,1,0,1,0,1,0
text-delete,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age br
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,1,1,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf 
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf s
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf sp
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf spa
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf spac
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf space
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf space 
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf space e
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf space ex
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf space exp
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf space expl
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf space explo
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf space explor
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf space explora
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf space explorat
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf space explorati
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf space exploratio
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf space exploration
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend.",user,2,0,0,0,0,0,0,0,1,0,0,1,1,0
suggestion-get,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf space exploration
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend. ",user,3,0,0,0,0,1,0,0,0,0,0,0,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age brf space exploration
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend. You spend all of your time together, adventuring and exploring.",api,4,0,0,0,0,0,1,0,0,0,0,0,1,0
text-delete,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.
You find out that you are a woman in an age brf space exploration
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend. You spend all of your time together, adventuring and exploring.",user,2,0,1,0,0,0,0,0,0,0,0,0,1,0
suggestion-get,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.
You find out that you are a woman in an age brf space exploration
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend. You spend all of your time together, adventuring and exploring.",user,4,0,0,0,0,1,0,0,0,0,0,0,1,0
text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.
You find out that you are a woman in an age brf space exploration
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend. You spend all of your time together, adventuring and exploring. When you are ten, in an accident with one of the space ships, your friend is killed.",api,5,0,0,0,0,0,1,0,0,0,0,0,1,0
suggestion-get,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.
You find out that you are a woman in an age brf space exploration
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend. You spend all of your time together, adventuring and exploring. When you are ten, in an accident with one of the space ships, your friend is killed. ",user,5,0,0,0,0,1,0,0,0,0,0,0,1,0
suggestion-get,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.
You find out that you are a woman in an age brf space exploration
 The movie shows you being born and raised through early childhood.  At the age of seven you meet a boy your age who becomes your best friend. You spend all of your time together, adventuring and exploring. When you are ten, in an accident with one of the space ships, your friend is killed. ",user,5,0,0,0,0,1,0,0,0,0,0,0,1,0
