session_id,worker_id,genre,satisfaction,confidence,ownershipSurvey,ownershipMetadata,eventName,event_id,currentDoc,eventSource,sentIndex,compose,delete,relocate,reflect,seekSugg,acceptSugg,dismissSugg,reviseSugg,reviseUser,lowModification,highModification,highTemp,lowTemp,sentSeq
266f0df3fa994ce1b0b8b37da8169d62,A1VZSFHTU51JP0,argumentative,Low,High,user,api,text-insert,0,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, i",user,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1
266f0df3fa994ce1b0b8b37da8169d62,A1VZSFHTU51JP0,argumentative,Low,High,user,api,text-insert,1,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, it",user,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1
266f0df3fa994ce1b0b8b37da8169d62,A1VZSFHTU51JP0,argumentative,Low,High,user,api,text-insert,2,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, it r",user,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1
266f0df3fa994ce1b0b8b37da8169d62,A1VZSFHTU51JP0,argumentative,Low,High,user,api,text-insert,3,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, it re",user,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1
266f0df3fa994ce1b0b8b37da8169d62,A1VZSFHTU51JP0,argumentative,Low,High,user,api,text-insert,4,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, it rea",user,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1
266f0df3fa994ce1b0b8b37da8169d62,A1VZSFHTU51JP0,argumentative,Low,High,user,api,text-insert,5,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, it real",user,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1
266f0df3fa994ce1b0b8b37da8169d62,A1VZSFHTU51JP0,argumentative,Low,High,user,api,text-insert,6,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, it reall",user,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1
266f0df3fa994ce1b0b8b37da8169d62,A1VZSFHTU51JP0,argumentative,Low,High,user,api,text-insert,7,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, it really",user,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1
266f0df3fa994ce1b0b8b37da8169d62,A1VZSFHTU51JP0,argumentative,Low,High,user,api,text-insert,8,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, it really i",user,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1
266f0df3fa994ce1b0b8b37da8169d62,A1VZSFHTU51JP0,argumentative,Low,High,user,api,text-insert,9,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, it really is",user,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1
