session_id,worker_id,genre,satisfaction,confidence,ownershipSurvey,ownershipMetadata,eventName,event_id,currentDoc,eventSource,sentIndex,sentSeq,compose,delete,relocate,reflect,seekSugg,acceptSugg,dismissSugg,reviseSugg,reviseUser,lowModification,highModification,highTemp,lowTemp
a4f09dbc1ed0489399cf6d1db00c5a89,APRZ7BR8C0ZMQ,creative,High,Low,user,user,text-insert,0,"Humans once wielded formidable magical power. But with over 7 billion of us on the planet now, Mana has spread far too thinly to have any effect. When hostile aliens reduce humanity to a mere fraction, the survivors discover an old power has begun to reawaken once again. T",user,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
a4f09dbc1ed0489399cf6d1db00c5a89,APRZ7BR8C0ZMQ,creative,High,Low,user,user,text-insert,1,"Humans once wielded formidable magical power. But with over 7 billion of us on the planet now, Mana has spread far too thinly to have any effect. When hostile aliens reduce humanity to a mere fraction, the survivors discover an old power has begun to reawaken once again. Th",user,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
a4f09dbc1ed0489399cf6d1db00c5a89,APRZ7BR8C0ZMQ,creative,High,Low,user,user,text-insert,2,"Humans once wielded formidable magical power. But with over 7 billion of us on the planet now, Mana has spread far too thinly to have any effect. When hostile aliens reduce humanity to a mere fraction, the survivors discover an old power has begun to reawaken once again. The",user,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
a4f09dbc1ed0489399cf6d1db00c5a89,APRZ7BR8C0ZMQ,creative,High,Low,user,user,text-insert,3,"Humans once wielded formidable magical power. But with over 7 billion of us on the planet now, Mana has spread far too thinly to have any effect. When hostile aliens reduce humanity to a mere fraction, the survivors discover an old power has begun to reawaken once again. The b",user,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
a4f09dbc1ed0489399cf6d1db00c5a89,APRZ7BR8C0ZMQ,creative,High,Low,user,user,text-insert,4,"Humans once wielded formidable magical power. But with over 7 billion of us on the planet now, Mana has spread far too thinly to have any effect. When hostile aliens reduce humanity to a mere fraction, the survivors discover an old power has begun to reawaken once again. The bo",user,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
a4f09dbc1ed0489399cf6d1db00c5a89,APRZ7BR8C0ZMQ,creative,High,Low,user,user,text-insert,5,"Humans once wielded formidable magical power. But with over 7 billion of us on the planet now, Mana has spread far too thinly to have any effect. When hostile aliens reduce humanity to a mere fraction, the survivors discover an old power has begun to reawaken once again. The bom",user,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
a4f09dbc1ed0489399cf6d1db00c5a89,APRZ7BR8C0ZMQ,creative,High,Low,user,user,text-insert,6,"Humans once wielded formidable magical power. But with over 7 billion of us on the planet now, Mana has spread far too thinly to have any effect. When hostile aliens reduce humanity to a mere fraction, the survivors discover an old power has begun to reawaken once again. The bomb",user,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
a4f09dbc1ed0489399cf6d1db00c5a89,APRZ7BR8C0ZMQ,creative,High,Low,user,user,text-insert,7,"Humans once wielded formidable magical power. But with over 7 billion of us on the planet now, Mana has spread far too thinly to have any effect. When hostile aliens reduce humanity to a mere fraction, the survivors discover an old power has begun to reawaken once again. The bomb w",user,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
a4f09dbc1ed0489399cf6d1db00c5a89,APRZ7BR8C0ZMQ,creative,High,Low,user,user,text-insert,8,"Humans once wielded formidable magical power. But with over 7 billion of us on the planet now, Mana has spread far too thinly to have any effect. When hostile aliens reduce humanity to a mere fraction, the survivors discover an old power has begun to reawaken once again. The bomb wa",user,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
a4f09dbc1ed0489399cf6d1db00c5a89,APRZ7BR8C0ZMQ,creative,High,Low,user,user,text-insert,9,"Humans once wielded formidable magical power. But with over 7 billion of us on the planet now, Mana has spread far too thinly to have any effect. When hostile aliens reduce humanity to a mere fraction, the survivors discover an old power has begun to reawaken once again. The bomb was",user,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
