session_id,worker_id,genre,satisfaction,confidence,ownershipSurvey,ownershipMetadata,eventName,event_id,currentDoc,eventSource,sentIndex,sentSeq,compose,delete,relocate,reflect,seekSugg,acceptSugg,dismissSugg,reviseSugg,reviseUser,lowModification,highModification,highTemp,lowTemp
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,0,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

Y",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,1,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

Yo",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,2,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

You",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,3,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

You l",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,4,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

You lo",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,5,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

You loo",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,6,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

You look",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,7,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

You look a",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,8,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

You look ar",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,9,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

You look aro",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,10,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

You look arou",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,11,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

You look aroun",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,12,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

You look around",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,13,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

You look around w",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,14,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

You look around wo",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34f5ead6ffce44cfbdbd9cd0ef47f0c5,ASVRLMDNQBUD9,creative,Low,High,api,api,text-insert,15,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?""

You look around won",user,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0
