session_id,worker_id,genre,satisfaction,confidence,ownershipSurvey,ownershipMetadata,eventName,event_id,currentDoc,eventSource,sentIndex,compose,delete,relocate,reflect,seekSugg,acceptSugg,dismissSugg,reviseSugg,reviseUser,lowModification,highModification,highTemp,lowTemp,sentSeq
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,0,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, a",user,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,1,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, au",user,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,2,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, aud",user,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,3,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audi",user,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,4,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audio",user,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,5,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audiob",user,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,6,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audiobo",user,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,7,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audioboo",user,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,8,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audiobook",user,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,9,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audiobooks",user,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,suggestion-get,10,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audiobooks ",user,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,11,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audiobooks have two major advantages–they allow you to multitask and/or get through a lot more books in a shorter amount of time.",api,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,suggestion-get,12,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audiobooks have two major advantages–they allow you to multitask and/or get through a lot more books in a shorter amount of time. ",user,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,13,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audiobooks have two major advantages–they allow you to multitask and/or get through a lot more books in a shorter amount of time. I always have a hard time finding time to read.",api,7,0,0,0,0,0,1,0,0,0,0,0,1,0,2
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,14,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audiobooks have two major advantages–they allow you to multitask and/or get through a lot more books in a shorter amount of time. I always have a hard time finding time to read. I",user,8,1,0,0,0,0,0,0,0,0,0,0,1,0,3
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,15,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audiobooks have two major advantages–they allow you to multitask and/or get through a lot more books in a shorter amount of time. I always have a hard time finding time to read. I a",user,8,1,0,0,0,0,0,0,0,0,0,0,1,0,3
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,16,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audiobooks have two major advantages–they allow you to multitask and/or get through a lot more books in a shorter amount of time. I always have a hard time finding time to read. I al",user,8,1,0,0,0,0,0,0,0,0,0,0,1,0,3
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,17,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audiobooks have two major advantages–they allow you to multitask and/or get through a lot more books in a shorter amount of time. I always have a hard time finding time to read. I als",user,8,1,0,0,0,0,0,0,0,0,0,0,1,0,3
5b6d31f421474c3483b1bd08227ff95d,A1QUQ0TV9KVD4C,argumentative,Low,Low,api,api,text-insert,18,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, audiobooks have two major advantages–they allow you to multitask and/or get through a lot more books in a shorter amount of time. I always have a hard time finding time to read. I also",user,8,1,0,0,0,0,0,0,0,0,0,0,1,0,3
