session_id,worker_id,genre,satisfaction,confidence,ownershipSurvey,ownershipMetadata,eventName,event_id,currentDoc,eventSource,sentIndex,sentSeq,compose,delete,relocate,reflect,seekSugg,acceptSugg,dismissSugg,reviseSugg,reviseUser,lowModification,highModification,highTemp,lowTemp
050118bfac954920a524e7070132690b,A2YTQDLACTLIBA,creative,Low,High,api,user,text-insert,0,"A woman has been dating guy after guy, but it never seems to work out. She’s unaware that she’s actually been dating the same guy over and over; a shapeshifter who’s fallen for her, and is certain he’s going to get it right this time.

One day, s",user,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
050118bfac954920a524e7070132690b,A2YTQDLACTLIBA,creative,Low,High,api,user,text-insert,1,"A woman has been dating guy after guy, but it never seems to work out. She’s unaware that she’s actually been dating the same guy over and over; a shapeshifter who’s fallen for her, and is certain he’s going to get it right this time.

One day, sh",user,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
050118bfac954920a524e7070132690b,A2YTQDLACTLIBA,creative,Low,High,api,user,text-insert,2,"A woman has been dating guy after guy, but it never seems to work out. She’s unaware that she’s actually been dating the same guy over and over; a shapeshifter who’s fallen for her, and is certain he’s going to get it right this time.

One day, she",user,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
050118bfac954920a524e7070132690b,A2YTQDLACTLIBA,creative,Low,High,api,user,text-insert,3,"A woman has been dating guy after guy, but it never seems to work out. She’s unaware that she’s actually been dating the same guy over and over; a shapeshifter who’s fallen for her, and is certain he’s going to get it right this time.

One day, she t",user,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
050118bfac954920a524e7070132690b,A2YTQDLACTLIBA,creative,Low,High,api,user,text-insert,4,"A woman has been dating guy after guy, but it never seems to work out. She’s unaware that she’s actually been dating the same guy over and over; a shapeshifter who’s fallen for her, and is certain he’s going to get it right this time.

One day, she tu",user,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
050118bfac954920a524e7070132690b,A2YTQDLACTLIBA,creative,Low,High,api,user,text-insert,5,"A woman has been dating guy after guy, but it never seems to work out. She’s unaware that she’s actually been dating the same guy over and over; a shapeshifter who’s fallen for her, and is certain he’s going to get it right this time.

One day, she tur",user,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
050118bfac954920a524e7070132690b,A2YTQDLACTLIBA,creative,Low,High,api,user,text-insert,6,"A woman has been dating guy after guy, but it never seems to work out. She’s unaware that she’s actually been dating the same guy over and over; a shapeshifter who’s fallen for her, and is certain he’s going to get it right this time.

One day, she turn",user,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
050118bfac954920a524e7070132690b,A2YTQDLACTLIBA,creative,Low,High,api,user,text-insert,7,"A woman has been dating guy after guy, but it never seems to work out. She’s unaware that she’s actually been dating the same guy over and over; a shapeshifter who’s fallen for her, and is certain he’s going to get it right this time.

One day, she turns",user,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
050118bfac954920a524e7070132690b,A2YTQDLACTLIBA,creative,Low,High,api,user,text-insert,8,"A woman has been dating guy after guy, but it never seems to work out. She’s unaware that she’s actually been dating the same guy over and over; a shapeshifter who’s fallen for her, and is certain he’s going to get it right this time.

One day, she turns o",user,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
050118bfac954920a524e7070132690b,A2YTQDLACTLIBA,creative,Low,High,api,user,text-insert,9,"A woman has been dating guy after guy, but it never seems to work out. She’s unaware that she’s actually been dating the same guy over and over; a shapeshifter who’s fallen for her, and is certain he’s going to get it right this time.

One day, she turns ov",user,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
