,eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum
0,system-initialize,api,1630280235251,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,,5,30,0.3,1,0,0,0
1,cursor-select,user,1630280251812,,"{'index': 147, 'length': 12}","A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",147,[],0,,5,30,0.3,1,0,0,1
2,cursor-forward,user,1630280353016,,"{'index': 234, 'length': 0}","A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,,5,30,0.3,1,0,0,2
3,text-insert,user,1630280358067,"{'ops': [{'retain': 234}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,,5,30,0.3,1,0,0,3
4,text-insert,user,1630280358493,"{'ops': [{'retain': 235}, {'insert': 'T'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. T",236,[],0,,5,30,0.3,1,0,0,4
5,text-delete,user,1630280361002,"{'ops': [{'retain': 235}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,,5,30,0.3,1,0,0,5
6,text-insert,user,1630280361405,"{'ops': [{'retain': 235}, {'insert': 'J'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. J",236,[],0,,5,30,0.3,1,0,0,6
7,text-delete,user,1630280361757,"{'ops': [{'retain': 235}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,,5,30,0.3,1,0,0,7
8,text-insert,user,1630280362027,"{'ops': [{'retain': 235}, {'insert': 'H'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. H",236,[],0,,5,30,0.3,1,0,0,8
9,text-insert,user,1630280362337,"{'ops': [{'retain': 236}, {'insert': 'e'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He",237,[],0,,5,30,0.3,1,0,0,9
10,text-insert,user,1630280362431,"{'ops': [{'retain': 237}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He ",238,[],0,,5,30,0.3,1,0,0,10
11,text-insert,user,1630280366927,"{'ops': [{'retain': 238}, {'insert': 'a'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He a",239,[],0,,5,30,0.3,1,0,0,11
12,text-insert,user,1630280367172,"{'ops': [{'retain': 239}, {'insert': 'p'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He ap",240,[],0,,5,30,0.3,1,0,0,12
13,text-insert,user,1630280367301,"{'ops': [{'retain': 240}, {'insert': 'p'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He app",241,[],0,,5,30,0.3,1,0,0,13
