,eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum
0,system-initialize,api,1630332241869,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,,5,30,0.3,1,0,0,0
1,cursor-backward,user,1630332272796,,"{'index': 124, 'length': 0}","A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",124,[],0,,5,30,0.3,1,0,0,1
2,cursor-forward,user,1630332273470,,"{'index': 234, 'length': 0}","A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,,5,30,0.3,1,0,0,2
3,text-insert,user,1630332273957,"{'ops': [{'retain': 234}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,,5,30,0.3,1,0,0,3
4,suggestion-get,user,1630332274806,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,,5,30,0.3,1,0,0,4
5,suggestion-open,api,1630332276970,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,"[{'index': 0, 'original': ""\n\nA woman is in a long-term relationship with a man who's perfect in every way, except for one tiny flaw: he's a"", 'trimmed': ""A woman is in a long-term relationship with a man who's perfect in every way, except for one tiny flaw: he's a"", 'probability': 3.576479026236205e-11}, {'index': 1, 'original': '\n\nA man is haunted by the memory of a woman he loved and lost.', 'trimmed': 'A man is haunted by the memory of a woman he loved and lost.', 'probability': 2.6300687717880605e-12}, {'index': 2, 'original': '\n\nA woman is in love with a man who is in love with a woman who is in love with a man who is in love with a', 'trimmed': 'A woman is in love with a man who is in love with a woman who is in love with a man who is in love with a', 'probability': 3.752259752058515e-08}, {'index': 3, 'original': ""\n\nThe Shapeshifter's Wife"", 'trimmed': ""The Shapeshifter's Wife"", 'probability': 4.489343074990766e-14}]",0,,5,30,0.3,1,0,0,5
6,suggestion-hover,user,1630332276978,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,0,5,30,0.3,1,0,0,6
7,suggestion-hover,user,1630332292434,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,0,5,30,0.3,1,0,0,7
8,suggestion-hover,user,1630332295807,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,2,5,30,0.3,1,0,0,8
9,suggestion-hover,user,1630332295959,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,3,5,30,0.3,1,0,0,9
10,suggestion-close,user,1630332296695,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,3,5,30,0.3,1,0,0,10
11,text-insert,user,1630332300604,"{'ops': [{'retain': 235}, {'insert': 'H'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. H",236,[],0,3,5,30,0.3,1,0,0,11
12,text-insert,user,1630332300763,"{'ops': [{'retain': 236}, {'insert': 'e'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He",237,[],0,3,5,30,0.3,1,0,0,12
13,text-insert,user,1630332300954,"{'ops': [{'retain': 237}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He ",238,[],0,3,5,30,0.3,1,0,0,13
14,text-insert,user,1630332301242,"{'ops': [{'retain': 238}, {'insert': 'l'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He l",239,[],0,3,5,30,0.3,1,0,0,14
15,text-insert,user,1630332301404,"{'ops': [{'retain': 239}, {'insert': 'o'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He lo",240,[],0,3,5,30,0.3,1,0,0,15
16,text-insert,user,1630332301530,"{'ops': [{'retain': 240}, {'insert': 'v'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He lov",241,[],0,3,5,30,0.3,1,0,0,16
17,text-insert,user,1630332301691,"{'ops': [{'retain': 241}, {'insert': 'e'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He love",242,[],0,3,5,30,0.3,1,0,0,17
18,text-insert,user,1630332301929,"{'ops': [{'retain': 242}, {'insert': 's'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves",243,[],0,3,5,30,0.3,1,0,0,18
19,text-insert,user,1630332302039,"{'ops': [{'retain': 243}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves ",244,[],0,3,5,30,0.3,1,0,0,19
20,text-insert,user,1630332302233,"{'ops': [{'retain': 244}, {'insert': 'h'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves h",245,[],0,3,5,30,0.3,1,0,0,20
21,text-insert,user,1630332302330,"{'ops': [{'retain': 245}, {'insert': 'e'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves he",246,[],0,3,5,30,0.3,1,0,0,21
22,text-insert,user,1630332302410,"{'ops': [{'retain': 246}, {'insert': 'r'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her",247,[],0,3,5,30,0.3,1,0,0,22
23,text-insert,user,1630332302634,"{'ops': [{'retain': 247}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her ",248,[],0,3,5,30,0.3,1,0,0,23
24,text-insert,user,1630332302953,"{'ops': [{'retain': 248}, {'insert': 's'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her s",249,[],0,3,5,30,0.3,1,0,0,24
25,text-insert,user,1630332303066,"{'ops': [{'retain': 249}, {'insert': 'o'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so",250,[],0,3,5,30,0.3,1,0,0,25
26,text-insert,user,1630332303194,"{'ops': [{'retain': 250}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so ",251,[],0,3,5,30,0.3,1,0,0,26
27,text-insert,user,1630332303593,"{'ops': [{'retain': 251}, {'insert': 'm'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so m",252,[],0,3,5,30,0.3,1,0,0,27
28,text-insert,user,1630332303817,"{'ops': [{'retain': 252}, {'insert': 'u'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so mu",253,[],0,3,5,30,0.3,1,0,0,28
29,text-insert,user,1630332303913,"{'ops': [{'retain': 253}, {'insert': 'c'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so muc",254,[],0,3,5,30,0.3,1,0,0,29
30,text-insert,user,1630332304037,"{'ops': [{'retain': 254}, {'insert': 'h'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much",255,[],0,3,5,30,0.3,1,0,0,30
31,text-insert,user,1630332304153,"{'ops': [{'retain': 255}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much ",256,[],0,3,5,30,0.3,1,0,0,31
32,text-insert,user,1630332304492,"{'ops': [{'retain': 256}, {'insert': 'b'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much b",257,[],0,3,5,30,0.3,1,0,0,32
33,text-insert,user,1630332304601,"{'ops': [{'retain': 257}, {'insert': 'u'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much bu",258,[],0,3,5,30,0.3,1,0,0,33
34,text-insert,user,1630332304777,"{'ops': [{'retain': 258}, {'insert': 't'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but",259,[],0,3,5,30,0.3,1,0,0,34
35,text-insert,user,1630332304891,"{'ops': [{'retain': 259}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but ",260,[],0,3,5,30,0.3,1,0,0,35
36,text-insert,user,1630332305256,"{'ops': [{'retain': 260}, {'insert': 'c'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but c",261,[],0,3,5,30,0.3,1,0,0,36
37,text-insert,user,1630332305482,"{'ops': [{'retain': 261}, {'insert': 'a'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but ca",262,[],0,3,5,30,0.3,1,0,0,37
38,text-insert,user,1630332305594,"{'ops': [{'retain': 262}, {'insert': 'n'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but can",263,[],0,3,5,30,0.3,1,0,0,38
39,text-insert,user,1630332305753,"{'ops': [{'retain': 263}, {'insert': 'n'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cann",264,[],0,3,5,30,0.3,1,0,0,39
40,text-insert,user,1630332305897,"{'ops': [{'retain': 264}, {'insert': 'o'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but canno",265,[],0,3,5,30,0.3,1,0,0,40
41,text-insert,user,1630332306039,"{'ops': [{'retain': 265}, {'insert': 't'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot",266,[],0,3,5,30,0.3,1,0,0,41
42,text-insert,user,1630332306250,"{'ops': [{'retain': 266}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot ",267,[],0,3,5,30,0.3,1,0,0,42
43,text-insert,user,1630332306521,"{'ops': [{'retain': 267}, {'insert': 'g'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot g",268,[],0,3,5,30,0.3,1,0,0,43
44,text-insert,user,1630332306650,"{'ops': [{'retain': 268}, {'insert': 'e'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot ge",269,[],0,3,5,30,0.3,1,0,0,44
45,text-insert,user,1630332306761,"{'ops': [{'retain': 269}, {'insert': 't'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get",270,[],0,3,5,30,0.3,1,0,0,45
46,text-insert,user,1630332306861,"{'ops': [{'retain': 270}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get ",271,[],0,3,5,30,0.3,1,0,0,46
47,text-insert,user,1630332307273,"{'ops': [{'retain': 271}, {'insert': 'b'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get b",272,[],0,3,5,30,0.3,1,0,0,47
48,text-delete,user,1630332307644,"{'ops': [{'retain': 271}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get ",271,[],0,3,5,30,0.3,1,0,0,48
49,text-insert,user,1630332307942,"{'ops': [{'retain': 271}, {'insert': 'p'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get p",272,[],0,3,5,30,0.3,1,0,0,49
50,text-insert,user,1630332308022,"{'ops': [{'retain': 272}, {'insert': 'a'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get pa",273,[],0,3,5,30,0.3,1,0,0,50
51,text-insert,user,1630332308296,"{'ops': [{'retain': 273}, {'insert': 's'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get pas",274,[],0,3,5,30,0.3,1,0,0,51
52,text-insert,user,1630332308473,"{'ops': [{'retain': 274}, {'insert': 'r'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get pasr",275,[],0,3,5,30,0.3,1,0,0,52
53,text-insert,user,1630332308603,"{'ops': [{'retain': 275}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get pasr ",276,[],0,3,5,30,0.3,1,0,0,53
54,text-insert,user,1630332308726,"{'ops': [{'retain': 276}, {'insert': 't'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get pasr t",277,[],0,3,5,30,0.3,1,0,0,54
55,text-delete,user,1630332308954,"{'ops': [{'retain': 276}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get pasr ",276,[],0,3,5,30,0.3,1,0,0,55
56,text-delete,user,1630332309098,"{'ops': [{'retain': 275}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get pasr",275,[],0,3,5,30,0.3,1,0,0,56
57,text-delete,user,1630332309241,"{'ops': [{'retain': 274}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get pas",274,[],0,3,5,30,0.3,1,0,0,57
58,text-insert,user,1630332309705,"{'ops': [{'retain': 274}, {'insert': 't'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past",275,[],0,3,5,30,0.3,1,0,0,58
59,text-insert,user,1630332309865,"{'ops': [{'retain': 275}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past ",276,[],0,3,5,30,0.3,1,0,0,59
60,text-insert,user,1630332310023,"{'ops': [{'retain': 276}, {'insert': 't'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past t",277,[],0,3,5,30,0.3,1,0,0,60
61,text-insert,user,1630332310137,"{'ops': [{'retain': 277}, {'insert': 'h'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past th",278,[],0,3,5,30,0.3,1,0,0,61
62,text-insert,user,1630332310233,"{'ops': [{'retain': 278}, {'insert': 'e'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the",279,[],0,3,5,30,0.3,1,0,0,62
63,text-insert,user,1630332310362,"{'ops': [{'retain': 279}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the ",280,[],0,3,5,30,0.3,1,0,0,63
64,text-insert,user,1630332310681,"{'ops': [{'retain': 280}, {'insert': 'f'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the f",281,[],0,3,5,30,0.3,1,0,0,64
65,text-insert,user,1630332310794,"{'ops': [{'retain': 281}, {'insert': 'i'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the fi",282,[],0,3,5,30,0.3,1,0,0,65
66,text-insert,user,1630332310985,"{'ops': [{'retain': 282}, {'insert': 'r'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the fir",283,[],0,3,5,30,0.3,1,0,0,66
67,text-insert,user,1630332311176,"{'ops': [{'retain': 283}, {'insert': 's'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the firs",284,[],0,3,5,30,0.3,1,0,0,67
68,text-insert,user,1630332311288,"{'ops': [{'retain': 284}, {'insert': 't'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the first",285,[],0,3,5,30,0.3,1,0,0,68
69,text-insert,user,1630332311352,"{'ops': [{'retain': 285}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the first ",286,[],0,3,5,30,0.3,1,0,0,69
70,text-insert,user,1630332311818,"{'ops': [{'retain': 286}, {'insert': 'd'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the first d",287,[],0,3,5,30,0.3,1,0,0,70
71,text-insert,user,1630332312103,"{'ops': [{'retain': 287}, {'insert': 'a'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the first da",288,[],0,3,5,30,0.3,1,0,0,71
72,text-insert,user,1630332312265,"{'ops': [{'retain': 288}, {'insert': 't'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the first dat",289,[],0,3,5,30,0.3,1,0,0,72
73,text-insert,user,1630332312425,"{'ops': [{'retain': 289}, {'insert': 'e'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the first date",290,[],0,3,5,30,0.3,1,0,0,73
74,text-insert,user,1630332312569,"{'ops': [{'retain': 290}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the first date ",291,[],0,3,5,30,0.3,1,0,0,74
75,text-insert,user,1630332312809,"{'ops': [{'retain': 291}, {'insert': 'w'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the first date w",292,[],0,3,5,30,0.3,1,0,0,75
76,text-insert,user,1630332313018,"{'ops': [{'retain': 292}, {'insert': 'i'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the first date wi",293,[],0,3,5,30,0.3,1,0,0,76
77,text-insert,user,1630332313160,"{'ops': [{'retain': 293}, {'insert': 't'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the first date wit",294,[],0,3,5,30,0.3,1,0,0,77
78,text-insert,user,1630332313256,"{'ops': [{'retain': 294}, {'insert': 'h'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He loves her so much but cannot get past the first date with",295,[],0,3,5,30,0.3,1,0,0,78
