,eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum
0,system-initialize,api,1629781357861,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,,5,30,0.3,1,0,0,0
1,text-insert,user,1629781368052,"{'ops': [{'retain': 234}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,,5,30,0.3,1,0,0,1
2,text-insert,user,1629781368719,"{'ops': [{'retain': 235}, {'insert': 'm'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. m",236,[],0,,5,30,0.3,1,0,0,2
3,text-insert,user,1629781368894,"{'ops': [{'retain': 236}, {'insert': 'm'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mm",237,[],0,,5,30,0.3,1,0,0,3
4,text-insert,user,1629781369061,"{'ops': [{'retain': 237}, {'insert': 'm'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mmm",238,[],0,,5,30,0.3,1,0,0,4
5,text-insert,user,1629781369238,"{'ops': [{'retain': 238}, {'insert': 'm'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mmmm",239,[],0,,5,30,0.3,1,0,0,5
6,text-insert,user,1629781369428,"{'ops': [{'retain': 239}, {'insert': 'm'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mmmmm",240,[],0,,5,30,0.3,1,0,0,6
7,text-delete,user,1629781370470,"{'ops': [{'retain': 239}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mmmm",239,[],0,,5,30,0.3,1,0,0,7
8,text-delete,user,1629781370622,"{'ops': [{'retain': 238}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mmm",238,[],0,,5,30,0.3,1,0,0,8
9,text-delete,user,1629781370789,"{'ops': [{'retain': 237}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mm",237,[],0,,5,30,0.3,1,0,0,9
10,text-delete,user,1629781370961,"{'ops': [{'retain': 236}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. m",236,[],0,,5,30,0.3,1,0,0,10
11,text-delete,user,1629781371117,"{'ops': [{'retain': 235}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,,5,30,0.3,1,0,0,11
12,text-insert,user,1629781372533,"{'ops': [{'retain': 235}, {'insert': 'm'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. m",236,[],0,,5,30,0.3,1,0,0,12
13,text-insert,user,1629781372700,"{'ops': [{'retain': 236}, {'insert': 'm'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mm",237,[],0,,5,30,0.3,1,0,0,13
14,text-insert,user,1629781372858,"{'ops': [{'retain': 237}, {'insert': 'm'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mmm",238,[],0,,5,30,0.3,1,0,0,14
15,text-insert,user,1629781373044,"{'ops': [{'retain': 238}, {'insert': 'm'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mmmm",239,[],0,,5,30,0.3,1,0,0,15
16,text-insert,user,1629781373220,"{'ops': [{'retain': 239}, {'insert': 'm'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mmmmm",240,[],0,,5,30,0.3,1,0,0,16
17,text-insert,user,1629781373525,"{'ops': [{'retain': 240}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mmmmm ",241,[],0,,5,30,0.3,1,0,0,17
18,text-delete,user,1629781374149,"{'ops': [{'retain': 240}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mmmmm",240,[],0,,5,30,0.3,1,0,0,18
19,text-delete,user,1629781374333,"{'ops': [{'retain': 239}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mmmm",239,[],0,,5,30,0.3,1,0,0,19
20,text-delete,user,1629781374509,"{'ops': [{'retain': 238}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mmm",238,[],0,,5,30,0.3,1,0,0,20
21,text-delete,user,1629781374684,"{'ops': [{'retain': 237}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. mm",237,[],0,,5,30,0.3,1,0,0,21
