,eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum
0,system-initialize,api,1629985400814,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,,5,30,0.75,1,0,1,0
1,text-insert,user,1629985423605,"{'ops': [{'retain': 234}, {'insert': 'T'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.T",235,[],0,,5,30,0.75,1,0,1,1
2,text-insert,user,1629985423683,"{'ops': [{'retain': 235}, {'insert': 'h'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.Th",236,[],0,,5,30,0.75,1,0,1,2
3,text-insert,user,1629985423828,"{'ops': [{'retain': 236}, {'insert': 'e'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.The",237,[],0,,5,30,0.75,1,0,1,3
4,text-insert,user,1629985424032,"{'ops': [{'retain': 237}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.The ",238,[],0,,5,30,0.75,1,0,1,4
5,text-delete,user,1629985424324,"{'ops': [{'retain': 237}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.The",237,[],0,,5,30,0.75,1,0,1,5
6,text-delete,user,1629985424483,"{'ops': [{'retain': 236}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.Th",236,[],0,,5,30,0.75,1,0,1,6
7,text-delete,user,1629985424643,"{'ops': [{'retain': 235}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.T",235,[],0,,5,30,0.75,1,0,1,7
8,text-delete,user,1629985424787,"{'ops': [{'retain': 234}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,,5,30,0.75,1,0,1,8
9,text-insert,user,1629985425026,"{'ops': [{'retain': 234}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,,5,30,0.75,1,0,1,9
10,text-insert,user,1629985425809,"{'ops': [{'retain': 235}, {'insert': 'T'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. T",236,[],0,,5,30,0.75,1,0,1,10
11,text-insert,user,1629985425905,"{'ops': [{'retain': 236}, {'insert': 'h'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. Th",237,[],0,,5,30,0.75,1,0,1,11
12,text-insert,user,1629985426017,"{'ops': [{'retain': 237}, {'insert': 'e'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. The",238,[],0,,5,30,0.75,1,0,1,12
13,text-insert,user,1629985426146,"{'ops': [{'retain': 238}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. The ",239,[],0,,5,30,0.75,1,0,1,13
14,text-insert,user,1629985426385,"{'ops': [{'retain': 239}, {'insert': 's'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. The s",240,[],0,,5,30,0.75,1,0,1,14
15,text-insert,user,1629985426817,"{'ops': [{'retain': 240}, {'insert': 'h'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. The sh",241,[],0,,5,30,0.75,1,0,1,15
16,text-insert,user,1629985427041,"{'ops': [{'retain': 241}, {'insert': 'a'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. The sha",242,[],0,,5,30,0.75,1,0,1,16
17,text-insert,user,1629985427200,"{'ops': [{'retain': 242}, {'insert': 'p'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. The shap",243,[],0,,5,30,0.75,1,0,1,17
18,text-insert,user,1629985427473,"{'ops': [{'retain': 243}, {'insert': 'e'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. The shape",244,[],0,,5,30,0.75,1,0,1,18
19,text-insert,user,1629985428097,"{'ops': [{'retain': 244}, {'insert': 's'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. The shapes",245,[],0,,5,30,0.75,1,0,1,19
20,text-insert,user,1629985428225,"{'ops': [{'retain': 245}, {'insert': 'h'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. The shapesh",246,[],0,,5,30,0.75,1,0,1,20
21,text-insert,user,1629985428353,"{'ops': [{'retain': 246}, {'insert': 'i'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. The shapeshi",247,[],0,,5,30,0.75,1,0,1,21
22,text-insert,user,1629985428609,"{'ops': [{'retain': 247}, {'insert': 'f'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. The shapeshif",248,[],0,,5,30,0.75,1,0,1,22
23,text-insert,user,1629985428864,"{'ops': [{'retain': 248}, {'insert': 't'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. The shapeshift",249,[],0,,5,30,0.75,1,0,1,23
24,text-insert,user,1629985428993,"{'ops': [{'retain': 249}, {'insert': 'e'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. The shapeshifte",250,[],0,,5,30,0.75,1,0,1,24
