,eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum
0,system-initialize,api,1629126969672,,,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.",208,[],0,,5,30,0.75,1,0,1,0
1,text-insert,user,1629126976933,"{'ops': [{'retain': 208}, {'insert': '\n'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.
",208,[],0,,5,30,0.75,1,0,1,1
2,text-insert,user,1629126984459,"{'ops': [{'retain': 209}, {'insert': '\n'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

",209,[],0,,5,30,0.75,1,0,1,2
3,suggestion-get,user,1629126986489,,,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

",210,[],0,,5,30,0.75,1,0,1,3
4,suggestion-open,api,1629126988649,,,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

",210,"[{'index': 0, 'original': '\n\n\n\nYou find out that you are a woman in an age before planes, electricity, and the modern world.', 'trimmed': 'You find out that you are a woman in an age before planes, electricity, and the modern world.', 'probability': 3.4835462101574243e-25}, {'index': 1, 'original': '\nThe primary thing is, there are many people in this theater.', 'trimmed': 'The primary thing is, there are many people in this theater.', 'probability': 2.1938085328070816e-32}, {'index': 2, 'original': '\n\nReview', 'trimmed': 'Review', 'probability': 8.026486253327279e-19}, {'index': 3, 'original': '\n\nThe movie depicts your last moments, and also the events leading up to your death.', 'trimmed': 'The movie depicts your last moments, and also the events leading up to your death.', 'probability': 1.0705876955491403e-20}, {'index': 4, 'original': '\n\nYou can also see the people that you have around you.', 'trimmed': 'You can also see the people that you have around you.', 'probability': 7.066376277473742e-24}]",0,,5,30,0.75,1,0,1,4
5,suggestion-hover,user,1629126994106,,,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

",210,[],0,0,5,30,0.75,1,0,1,5
6,suggestion-select,user,1629126996589,,,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

",210,[],0,0,5,30,0.75,1,0,1,6
7,suggestion-close,api,1629126996590,,,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

",210,[],0,0,5,30,0.75,1,0,1,7
8,text-insert,api,1629126996598,"{'ops': [{'retain': 211}, {'insert': '\n\n\nYou find out that you are a woman in an age before planes, electricity, and the modern world.\n'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.




You find out that you are a woman in an age before planes, electricity, and the modern world.
",307,[],0,0,5,30,0.75,1,0,1,8
9,cursor-backward,user,1629126998868,,"{'index': 212, 'length': 0}","When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.




You find out that you are a woman in an age before planes, electricity, and the modern world.
",212,[],0,0,5,30,0.75,1,0,1,9
10,text-delete,user,1629126999366,"{'ops': [{'retain': 211}, {'delete': 1}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.



You find out that you are a woman in an age before planes, electricity, and the modern world.
",211,[],0,0,5,30,0.75,1,0,1,10
11,text-delete,user,1629126999600,"{'ops': [{'retain': 210}, {'delete': 1}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.


You find out that you are a woman in an age before planes, electricity, and the modern world.
",210,[],0,0,5,30,0.75,1,0,1,11
12,text-delete,user,1629126999700,"{'ops': [{'retain': 209}, {'delete': 1}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age before planes, electricity, and the modern world.
",209,[],0,0,5,30,0.75,1,0,1,12
13,cursor-forward,user,1629127003635,,"{'index': 210, 'length': 0}","When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age before planes, electricity, and the modern world.
",210,[],0,0,5,30,0.75,1,0,1,13
14,cursor-forward,user,1629127004728,,"{'index': 304, 'length': 0}","When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You find out that you are a woman in an age before planes, electricity, and the modern world.
",304,[],0,0,5,30,0.75,1,0,1,14
