,eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum
0,system-initialize,api,1629279748954,,,"Following World War III, all the nations of the world agreed to 50 years of strict isolation from one another in order to prevent additional conflicts. 50 years later, the United States comes out of exile, only to learn that no one else went into isolation.",257,[],0,,5,30,0.75,1,0,1,0
1,text-insert,user,1629279768585,"{'ops': [{'retain': 257}, {'insert': ' '}]}",,"Following World War III, all the nations of the world agreed to 50 years of strict isolation from one another in order to prevent additional conflicts. 50 years later, the United States comes out of exile, only to learn that no one else went into isolation. ",258,[],0,,5,30,0.75,1,0,1,1
2,suggestion-get,user,1629279768941,,,"Following World War III, all the nations of the world agreed to 50 years of strict isolation from one another in order to prevent additional conflicts. 50 years later, the United States comes out of exile, only to learn that no one else went into isolation. ",258,[],0,,5,30,0.75,1,0,1,2
3,suggestion-open,api,1629279770693,,,"Following World War III, all the nations of the world agreed to 50 years of strict isolation from one another in order to prevent additional conflicts. 50 years later, the United States comes out of exile, only to learn that no one else went into isolation. ",258,"[{'index': 0, 'original': 'With the help of South Korea, they begin to investigate.', 'trimmed': 'With the help of South Korea, they begin to investigate.', 'probability': 4.915129195905682e-32}, {'index': 1, 'original': 'How will the United States handle the threat of war?', 'trimmed': 'How will the United States handle the threat of war?', 'probability': 2.049982918718292e-21}, {'index': 2, 'original': 'As a result, China has become the most powerful nation on Earth.', 'trimmed': 'As a result, China has become the most powerful nation on Earth.', 'probability': 4.0470128490249286e-25}, {'index': 3, 'original': 'This two-volume retelling of the Star Trek movie plots is also available in hardcover from Pocket Books.', 'trimmed': 'This two-volume retelling of the Star Trek movie plots is also available in hardcover from Pocket Books.', 'probability': 2.832970845653669e-29}, {'index': 4, 'original': ""And it's up to a woman (Linda Hamilton) who was cryogenically frozen in the 80s to reunite the world and prevent WW"", 'trimmed': ""And it's up to a woman (Linda Hamilton) who was cryogenically frozen in the 80s to reunite the world and prevent WW"", 'probability': 3.514111879782782e-22}]",0,,5,30,0.75,1,0,1,3
4,suggestion-hover,user,1629279785272,,,"Following World War III, all the nations of the world agreed to 50 years of strict isolation from one another in order to prevent additional conflicts. 50 years later, the United States comes out of exile, only to learn that no one else went into isolation. ",258,[],0,0,5,30,0.75,1,0,1,4
5,suggestion-hover,user,1629279785455,,,"Following World War III, all the nations of the world agreed to 50 years of strict isolation from one another in order to prevent additional conflicts. 50 years later, the United States comes out of exile, only to learn that no one else went into isolation. ",258,[],0,1,5,30,0.75,1,0,1,5
6,suggestion-hover,user,1629279785755,,,"Following World War III, all the nations of the world agreed to 50 years of strict isolation from one another in order to prevent additional conflicts. 50 years later, the United States comes out of exile, only to learn that no one else went into isolation. ",258,[],0,2,5,30,0.75,1,0,1,6
7,suggestion-select,user,1629279788594,,,"Following World War III, all the nations of the world agreed to 50 years of strict isolation from one another in order to prevent additional conflicts. 50 years later, the United States comes out of exile, only to learn that no one else went into isolation. ",258,[],0,2,5,30,0.75,1,0,1,7
8,suggestion-close,api,1629279788594,,,"Following World War III, all the nations of the world agreed to 50 years of strict isolation from one another in order to prevent additional conflicts. 50 years later, the United States comes out of exile, only to learn that no one else went into isolation. ",258,[],0,2,5,30,0.75,1,0,1,8
9,text-insert,api,1629279788599,"{'ops': [{'retain': 258}, {'insert': 'As a result, China has become the most powerful nation on Earth.'}]}",,"Following World War III, all the nations of the world agreed to 50 years of strict isolation from one another in order to prevent additional conflicts. 50 years later, the United States comes out of exile, only to learn that no one else went into isolation. As a result, China has become the most powerful nation on Earth.",322,[],0,2,5,30,0.75,1,0,1,9
