,eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum
0,system-initialize,api,1630083154701,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,,5,30,0.3,1,0,0,0
1,text-insert,user,1630083167440,"{'ops': [{'retain': 234}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,,5,30,0.3,1,0,0,1
2,suggestion-get,user,1630083167503,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,,5,30,0.3,1,0,0,2
3,suggestion-open,api,1630083169429,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,"[{'index': 0, 'original': ""\n\nA woman who's just been dumped by her boyfriend finds herself falling for a man who's just been dumped by his girlfriend."", 'trimmed': ""A woman who's just been dumped by her boyfriend finds herself falling for a man who's just been dumped by his girlfriend."", 'probability': 1.6873771224049547e-13}, {'index': 1, 'original': ""\n\nA man is in love with a woman who's in love with a man who's in love with a woman who's in love with a"", 'trimmed': ""A man is in love with a woman who's in love with a man who's in love with a woman who's in love with a"", 'probability': 1.4630243165823904e-08}, {'index': 2, 'original': ""\n\nA man is in love with a woman who's in love with a man she can't have."", 'trimmed': ""A man is in love with a woman who's in love with a man she can't have."", 'probability': 8.621504036989654e-14}, {'index': 3, 'original': ""\n\nA woman's husband is kidnapped by a gang of criminals who demand a ransom."", 'trimmed': ""A woman's husband is kidnapped by a gang of criminals who demand a ransom."", 'probability': 1.1273354504364754e-18}]",0,,5,30,0.3,1,0,0,3
4,suggestion-hover,user,1630083169431,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,0,5,30,0.3,1,0,0,4
5,suggestion-hover,user,1630083171163,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,1,5,30,0.3,1,0,0,5
6,suggestion-hover,user,1630083171780,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,0,5,30,0.3,1,0,0,6
7,suggestion-close,user,1630083173934,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,0,5,30,0.3,1,0,0,7
8,text-insert,user,1630083175022,"{'ops': [{'retain': 235}, {'insert': 'H'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. H",236,[],0,0,5,30,0.3,1,0,0,8
9,text-insert,user,1630083175372,"{'ops': [{'retain': 236}, {'insert': 'e'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He",237,[],0,0,5,30,0.3,1,0,0,9
10,text-insert,user,1630083175600,"{'ops': [{'retain': 237}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He ",238,[],0,0,5,30,0.3,1,0,0,10
11,suggestion-get,user,1630083175905,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He ",238,[],0,0,5,30,0.3,1,0,0,11
12,suggestion-open,api,1630083177935,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He ",238,"[{'index': 0, 'original': ""'s not."", 'trimmed': ""'s not."", 'probability': 1.4625019219994764e-13}]",0,0,5,30,0.3,1,0,0,12
13,suggestion-close,user,1630083179097,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He ",238,[],0,0,5,30,0.3,1,0,0,13
14,text-insert,user,1630083188391,"{'ops': [{'retain': 238}, {'insert': 'h'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He h",239,[],0,0,5,30,0.3,1,0,0,14
15,text-insert,user,1630083188546,"{'ops': [{'retain': 239}, {'insert': 'a'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He ha",240,[],0,0,5,30,0.3,1,0,0,15
16,text-insert,user,1630083188917,"{'ops': [{'retain': 240}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He ha ",241,[],0,0,5,30,0.3,1,0,0,16
17,text-delete,user,1630083189267,"{'ops': [{'retain': 240}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He ha",240,[],0,0,5,30,0.3,1,0,0,17
18,text-insert,user,1630083189390,"{'ops': [{'retain': 240}, {'insert': 's'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has",241,[],0,0,5,30,0.3,1,0,0,18
19,text-insert,user,1630083189488,"{'ops': [{'retain': 241}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has ",242,[],0,0,5,30,0.3,1,0,0,19
20,text-insert,user,1630083189652,"{'ops': [{'retain': 242}, {'insert': 'a'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has a",243,[],0,0,5,30,0.3,1,0,0,20
21,text-insert,user,1630083189768,"{'ops': [{'retain': 243}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has a ",244,[],0,0,5,30,0.3,1,0,0,21
