,eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum
0,system-initialize,api,1630729974313,,,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly.",89,[],0,,5,30,0.75,1,0,1,0
1,text-insert,user,1630730000799,"{'ops': [{'retain': 89}, {'insert': ' '}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. ",90,[],0,,5,30,0.75,1,0,1,1
2,text-insert,user,1630730001272,"{'ops': [{'retain': 90}, {'insert': 'A'}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. A",91,[],0,,5,30,0.75,1,0,1,2
3,text-insert,user,1630730001657,"{'ops': [{'retain': 91}, {'insert': 'l'}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. Al",92,[],0,,5,30,0.75,1,0,1,3
4,text-insert,user,1630730001792,"{'ops': [{'retain': 92}, {'insert': 'l'}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. All",93,[],0,,5,30,0.75,1,0,1,4
5,text-insert,user,1630730001959,"{'ops': [{'retain': 93}, {'insert': ' '}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. All ",94,[],0,,5,30,0.75,1,0,1,5
6,text-insert,user,1630730002000,"{'ops': [{'retain': 94}, {'insert': 't'}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. All t",95,[],0,,5,30,0.75,1,0,1,6
7,text-insert,user,1630730002087,"{'ops': [{'retain': 95}, {'insert': 'e'}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. All te",96,[],0,,5,30,0.75,1,0,1,7
8,text-insert,user,1630730002105,"{'ops': [{'retain': 96}, {'insert': 'h'}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. All teh",97,[],0,,5,30,0.75,1,0,1,8
9,text-insert,user,1630730002256,"{'ops': [{'retain': 97}, {'insert': ' '}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. All teh ",98,[],0,,5,30,0.75,1,0,1,9
10,text-delete,user,1630730003116,"{'ops': [{'retain': 97}, {'delete': 1}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. All teh",97,[],0,,5,30,0.75,1,0,1,10
11,text-delete,user,1630730003257,"{'ops': [{'retain': 96}, {'delete': 1}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. All te",96,[],0,,5,30,0.75,1,0,1,11
12,text-delete,user,1630730003376,"{'ops': [{'retain': 95}, {'delete': 1}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. All t",95,[],0,,5,30,0.75,1,0,1,12
13,text-insert,user,1630730003657,"{'ops': [{'retain': 95}, {'insert': 'h'}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. All th",96,[],0,,5,30,0.75,1,0,1,13
