,eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum
0,system-initialize,api,1630854990072,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,,5,30,0.3,1,0,0,0
1,suggestion-get,user,1630855013646,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,,5,30,0.3,1,0,0,1
2,suggestion-open,api,1630855015703,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,"[{'index': 0, 'original': ""\n\nA woman is a witch who can't seem to get a date."", 'trimmed': ""A woman is a witch who can't seem to get a date."", 'probability': 1.0832083259717389e-14}, {'index': 1, 'original': ""\n\nA man is trying to get over his wife's death, but he can't stop seeing her everywhere."", 'trimmed': ""A man is trying to get over his wife's death, but he can't stop seeing her everywhere."", 'probability': 4.45642699874313e-14}, {'index': 2, 'original': ""\n\nA woman is kidnapped by a man who claims he's her husband."", 'trimmed': ""A woman is kidnapped by a man who claims he's her husband."", 'probability': 2.2170733184587634e-13}, {'index': 3, 'original': ""\n\nA woman is in love with a man who can't love her back because he's in love with a woman who's been dead for over"", 'trimmed': ""A woman is in love with a man who can't love her back because he's in love with a woman who's been dead for over"", 'probability': 8.021916399714372e-12}, {'index': 4, 'original': '\n\nThe film was shot in Vancouver, British Columbia, Canada.', 'trimmed': 'The film was shot in Vancouver, British Columbia, Canada.', 'probability': 7.505997531169794e-10}]",0,,5,30,0.3,1,0,0,2
3,suggestion-hover,user,1630855020585,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,0,5,30,0.3,1,0,0,3
4,suggestion-hover,user,1630855021406,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,1,5,30,0.3,1,0,0,4
5,suggestion-hover,user,1630855023271,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,2,5,30,0.3,1,0,0,5
6,suggestion-hover,user,1630855023737,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,3,5,30,0.3,1,0,0,6
7,suggestion-hover,user,1630855025170,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,4,5,30,0.3,1,0,0,7
8,suggestion-hover,user,1630855026019,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,3,5,30,0.3,1,0,0,8
9,suggestion-hover,user,1630855026086,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,2,5,30,0.3,1,0,0,9
