,eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum
0,system-initialize,api,1630325472184,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,,5,30,0.3,1,0,0,0
1,suggestion-get,user,1630325491527,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,,5,30,0.3,1,0,0,1
2,suggestion-open,api,1630325493491,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,"[{'index': 0, 'original': ""\n\nA man is in love with a woman who's in love with a man who's in love with a woman."", 'trimmed': ""A man is in love with a woman who's in love with a man who's in love with a woman."", 'probability': 1.5971206789828686e-10}, {'index': 1, 'original': '\n\nA woman is in love with a man who is in love with the idea of being in love.', 'trimmed': 'A woman is in love with a man who is in love with the idea of being in love.', 'probability': 1.473401019242432e-10}, {'index': 2, 'original': '\n\nA woman is in love with a man who is in love with a woman who is in love with a man who is in love with a', 'trimmed': 'A woman is in love with a man who is in love with a woman who is in love with a man who is in love with a', 'probability': 4.0406233310701786e-08}, {'index': 3, 'original': '\n\nA man is on a quest to find the perfect woman.', 'trimmed': 'A man is on a quest to find the perfect woman.', 'probability': 6.9986521036941306e-15}]",0,,5,30,0.3,1,0,0,2
3,suggestion-close,user,1630325502776,,,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,,5,30,0.3,1,0,0,3
4,text-insert,user,1630325502894,"{'ops': [{'retain': 234}, {'insert': 'H'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.H",235,[],0,,5,30,0.3,1,0,0,4
5,text-delete,user,1630325504123,"{'ops': [{'retain': 234}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time.",234,[],0,,5,30,0.3,1,0,0,5
6,text-insert,user,1630325504339,"{'ops': [{'retain': 234}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. ",235,[],0,,5,30,0.3,1,0,0,6
7,text-insert,user,1630325504683,"{'ops': [{'retain': 235}, {'insert': 'H'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. H",236,[],0,,5,30,0.3,1,0,0,7
8,text-insert,user,1630325506115,"{'ops': [{'retain': 236}, {'insert': 'e'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He",237,[],0,,5,30,0.3,1,0,0,8
9,text-insert,user,1630325508980,"{'ops': [{'retain': 237}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He ",238,[],0,,5,30,0.3,1,0,0,9
10,text-insert,user,1630325509535,"{'ops': [{'retain': 238}, {'insert': 'h'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He h",239,[],0,,5,30,0.3,1,0,0,10
11,text-insert,user,1630325509629,"{'ops': [{'retain': 239}, {'insert': 'a'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He ha",240,[],0,,5,30,0.3,1,0,0,11
12,text-insert,user,1630325509825,"{'ops': [{'retain': 240}, {'insert': 's'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has",241,[],0,,5,30,0.3,1,0,0,12
13,text-insert,user,1630325509920,"{'ops': [{'retain': 241}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has ",242,[],0,,5,30,0.3,1,0,0,13
14,text-insert,user,1630325510208,"{'ops': [{'retain': 242}, {'insert': 'r'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has r",243,[],0,,5,30,0.3,1,0,0,14
15,text-insert,user,1630325510315,"{'ops': [{'retain': 243}, {'insert': 'e'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has re",244,[],0,,5,30,0.3,1,0,0,15
16,text-insert,user,1630325510386,"{'ops': [{'retain': 244}, {'insert': 'a'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has rea",245,[],0,,5,30,0.3,1,0,0,16
17,text-insert,user,1630325510476,"{'ops': [{'retain': 245}, {'insert': 'l'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has real",246,[],0,,5,30,0.3,1,0,0,17
18,text-insert,user,1630325510644,"{'ops': [{'retain': 246}, {'insert': 'l'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has reall",247,[],0,,5,30,0.3,1,0,0,18
19,text-insert,user,1630325510800,"{'ops': [{'retain': 247}, {'insert': 'y'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really",248,[],0,,5,30,0.3,1,0,0,19
20,text-insert,user,1630325510924,"{'ops': [{'retain': 248}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really ",249,[],0,,5,30,0.3,1,0,0,20
21,text-insert,user,1630325511060,"{'ops': [{'retain': 249}, {'insert': 'g'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really g",250,[],0,,5,30,0.3,1,0,0,21
22,text-insert,user,1630325511120,"{'ops': [{'retain': 250}, {'insert': 'o'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really go",251,[],0,,5,30,0.3,1,0,0,22
23,text-insert,user,1630325511297,"{'ops': [{'retain': 251}, {'insert': 'o'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really goo",252,[],0,,5,30,0.3,1,0,0,23
24,text-insert,user,1630325511409,"{'ops': [{'retain': 252}, {'insert': 't'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really goot",253,[],0,,5,30,0.3,1,0,0,24
25,text-delete,user,1630325512015,"{'ops': [{'retain': 252}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really goo",252,[],0,,5,30,0.3,1,0,0,25
26,text-delete,user,1630325512178,"{'ops': [{'retain': 251}, {'delete': 1}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really go",251,[],0,,5,30,0.3,1,0,0,26
27,text-insert,user,1630325512449,"{'ops': [{'retain': 251}, {'insert': 't'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really got",252,[],0,,5,30,0.3,1,0,0,27
28,text-insert,user,1630325512624,"{'ops': [{'retain': 252}, {'insert': 't'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really gott",253,[],0,,5,30,0.3,1,0,0,28
29,text-insert,user,1630325512810,"{'ops': [{'retain': 253}, {'insert': 'e'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really gotte",254,[],0,,5,30,0.3,1,0,0,29
30,text-insert,user,1630325512933,"{'ops': [{'retain': 254}, {'insert': 'n'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really gotten",255,[],0,,5,30,0.3,1,0,0,30
31,text-insert,user,1630325513106,"{'ops': [{'retain': 255}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really gotten ",256,[],0,,5,30,0.3,1,0,0,31
32,text-insert,user,1630325513169,"{'ops': [{'retain': 256}, {'insert': 't'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really gotten t",257,[],0,,5,30,0.3,1,0,0,32
33,text-insert,user,1630325513282,"{'ops': [{'retain': 257}, {'insert': 'o'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really gotten to",258,[],0,,5,30,0.3,1,0,0,33
34,text-insert,user,1630325513389,"{'ops': [{'retain': 258}, {'insert': ' '}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really gotten to ",259,[],0,,5,30,0.3,1,0,0,34
35,text-insert,user,1630325513634,"{'ops': [{'retain': 259}, {'insert': 'k'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really gotten to k",260,[],0,,5,30,0.3,1,0,0,35
36,text-insert,user,1630325513826,"{'ops': [{'retain': 260}, {'insert': 'n'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really gotten to kn",261,[],0,,5,30,0.3,1,0,0,36
37,text-insert,user,1630325513919,"{'ops': [{'retain': 261}, {'insert': 'o'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really gotten to kno",262,[],0,,5,30,0.3,1,0,0,37
38,text-insert,user,1630325514086,"{'ops': [{'retain': 262}, {'insert': 'w'}]}",,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really gotten to know",263,[],0,,5,30,0.3,1,0,0,38
